更新日時,検査実施人数,陽性患者数,入院,軽症無症状,中等症,重症,入院調整,施設入所,自宅療養,調整,退院,死亡,入院中,軽症中等症,転院,備考
2021/04/20 18:00,539725,30507,389,252,122,15,5,340,1261,190,27708,614,,,,丁査実絡人数については、上発表時点での把加数。なお、検査件数は588304件。陳性者数については、中国人渡航者2人を陣く。また、再感谷33人、置視分5人及び検査実施人数には県内において続い例または圭有の汐序扶触者として検査を行ったものについて掲載。
2021/04/21,542998,30818,401,251,135,15,8,343,1338,312,27801,615,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、591,737件。陽性者数については、中国人渡航者2人を除く。また、再感染34人、重複分5人及び患者発生届取り下げ3人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/04/22 18:00,546719,31112,418,261,141,16,8,349,1416,294,28011,616,,,,検査実如人数については、発衣時点での把握数。なお、検査件数は595631件。同性者数については、中国人渡航者2人を除く。また、再感貧34人、便祝分5人及び検査実施人数には県内において経い例または具者の没友接角才として検査を行ったものについて掲載。
2021/04/23 18:00,551584,31394,418,251,147,20,6,345,1543,284,28180,618,,,,検査実施人数については、発骨時点での把担数。なお、検査件数は600733件。陽性者数については、中国人渡航者2人を除く。また、再感当36人、信枢分5人及び検相実施人数には所内において疑い例または忠者の浪厄接触者として杜を行ったものについて掲載
2021/04/24 18:00,555219,31732,454,275,159,20,3,328,1649,339,28340,619,,,,検査実施人数については、発表時点での把握数。なお、検査件数は604511件。陽性者数については、中国人渡航者2人を除く。また、再感染37人、信福分5人及び検査実人数には県内において疑い例または忠者の温友接触者として検栓を行ったものについて掲載
2021/04/25,557748,31957,460,276,163,21,4,330,1804,225,28515,619,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、607,083件。陽性者数については、中国人渡航者2人を除く。また、再感染37人、重複分5人及び患者発生届取り下げ3人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/04/26 18:00,561937,32118,475,280,171,24,7,318,1781,161,28757,619,,,,検班実施人数については、和発表時点での把握数。なお、検栓件数は611481件。随性者数については、中国人渡航者2人を除く。また、再感染37人、信祝分5人及び検査実施人数には県内において疑い例または政才の温友接触才として核査を行ったものについて掲載
2021/04/27,569880,32399,469,273,167,29,8,308,1813,281,28896,624,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、619,629件。陽性者数については、中国人渡航者2人を除く。また、再感染37人、重複分5人及び患者発生届取り下げ3人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/04/28,573882,32721,477,279,167,31,4,319,1866,323,29105,627,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、623,830件。陽性者数については、中国人渡航者2人を除く。また、再感染38人、重複分5人及び患者発生届取り下げ3人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/04/29,576418,33151,515,297,185,33,7,303,1812,430,29456,628,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、626,416件。陽性者数については、中国人渡航者2人を除く。また、再感染38人、重複分5人及び患者発生届取り下げ3人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/04/30 18:00,581857,33437,533,321,179,33,14,309,1954,290,29708,629,,,,検査実施人数については、発表時点での把握数。なお、検査件数は632592件。陽性者数については、中国人渡航者2人を除く。また、再感染38人、重複分9人及び検査実施人数には県内において疑い例または起者の渡厚接触者として検査を行ったものについて掲載。
2021/05/01 18:00,587060,33833,564,341,186,37,20,286,1983,398,29951,631,,,,村査実施人数については、発表時点での把握数。なお、検査件数は638492件。骨性者数については、中国人渡航者2人を除く。また、再感婦40人、廿祝分9人及び検査実施人数には県内において疑い例または走有の温友接和用として検査を行ったものについて換載
2021/05/02,588594,34183,586,351,199,36,10,292,2152,350,30160,633,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、640,079件。陽性者数については、中国人渡航者2人を除く。また、再感染40人、重複分9人及び患者発生届取り下げ3人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/03,591132,34485,609,366,208,35,7,295,2253,304,30381,636,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、642,700件。陽性者数については、中国人渡航者2人を除く。また、再感染42人、重複分9人及び患者発生届取り下げ3人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/04,594588,34704,674,421,219,34,13,300,2334,219,30526,638,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、646,282件。陽性者数については、中国人渡航者2人を除く。また、再感染42人、重複分9人及び患者発生届取り下げ3人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/05,596225,34928,711,446,229,36,12,304,2402,224,30634,641,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、648,007件。陽性者数については、中国人渡航者2人を除く。また、再感染42人、重複分9人及び患者発生届取り下げ3人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/06,600700,35217,709,442,227,40,7,305,2274,290,30989,643,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、652,898件。陽性者数については、中国人渡航者2人を除く。また、再感染42人、重複分10人及び患者発生届取り下げ3人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/07 18:00,605353,35660,740,454,245,41,9,290,2211,443,31321,646,,,,検査実給人数については、発表時点での揚狂数。なお、杜査件数は657807件。同性者数については、中国人渡航者2人を除く。また、再感始42人、信視分10人及び検査実如人数には県内において繧い例または志者の渦凶挫触腹として検査を行ったものについて掲載。
2021/05/08,608568,36233,768,470,254,44,14,281,2345,575,31602,648,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、661,203件。陽性者数については、中国人渡航者2人を除く。また、再感染44人、重複分10人及び患者発生届取り下げ3人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/09,611801,36706,782,473,262,47,12,279,2646,473,31861,653,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、664,484件。陽性者数については、中国人渡航者2人を除く。また、再感染44人、重複分10人及び患者発生届取り下げ3人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/10,616255,37130,803,490,263,50,17,286,2802,426,32140,656,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、669,177件。陽性者数については、中国人渡航者2人を除く。また、再感染44人、重複分10人及び患者発生届取り下げ5人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/11 01:00,624537,37707,794,476,264,54,15,299,2899,578,32465,657,,,,検査実疑人数については、和発表時点での拓握数。なお、検栓件数は677980件。陸性者数については、中国人栖航者2人を除く。また、再感染45人、量複分10人及び検査実施人数には県内において衣い例または吐有の当太接触用として検査を行ったものについて掲載。
2021/05/12,629520,38385,853,508,288,57,14,298,3144,679,32737,660,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、683,148件。陽性者数については、中国人渡航者2人を除く。また、再感染46人、重複分10人及び患者発生届取り下げ5人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/13,634830,39009,880,517,299,64,9,295,3425,624,33114,662,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、688,623件。陽性者数については、中国人渡航者2人を除く。また、再感染46人、重複分10人及び患者発生届取り下げ5人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/14,640084,39606,883,520,297,66,10,317,3617,598,33515,666,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、694,101件。陽性者数については、中国人渡航者2人を除く。また、再感染46人、重複分11人及び患者発生届取り下げ5人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/15,644955,40200,911,538,302,71,18,292,3751,596,33963,669,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、699,184件。陽性者数については、中国人渡航者2人を除く。また、再感染48人、重複分11人及び患者発生届取り下げ5人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/16,648594,40721,934,552,312,70,15,288,3999,522,34291,672,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、702,924件。陽性者数については、中国人渡航者2人を除く。また、再感染49人、重複分11人及び患者発生届取り下げ5人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/17,654005,41083,945,548,325,72,14,277,4168,362,34636,681,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、708,528件。陽性者数については、中国人渡航者2人を除く。また、再感染49人、重複分11人及び患者発生届取り下げ5人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/18 18:00,665292,41622,949,554,325,70,15,262,4080,539,35091,686,,,,検実施人数については、発表時点での把抽数。なお、検符件数は720668件。則性有数については、中国人渡航者2人を際く。また、再感染49和人、信拓分11人及び検査究縮人数には県内において疑い還または捉才の流友接秀者として検査を行ったものについて掲載。
2021/05/19,670115,42286,957,568,310,79,8,295,4209,666,35460,691,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、725,693件。陽性者数については、中国人渡航者2人を除く。また、再感染50人、重複分11人及び患者発生届取り下げ6人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/20,675688,42919,960,523,358,79,14,293,4279,633,36044,696,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、731,456件。陽性者数については、中国人渡航者2人を除く。また、再感染50人、重複分11人及び患者発生届取り下げ6人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/21,681701,43501,985,548,350,87,21,292,4412,597,36490,704,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、737,760件。陽性者数については、中国人渡航者2人を除く。また、再感染50人、重複分11人及び患者発生届取り下げ21人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/22 18:00,687111,44093,990,578,320,92,21,309,4550,616,36897,710,,,,栓栓実話人数については、発表時各での把握数。なお、検欄件数は743318件。剛性者数については、中国人渡航用2人を除く。また、再感偽51人、講寝分11人及び検査宴人数には県内においてい例または悪者の温古接触才として検査を行ったものについて掲載。
2021/05/23,690773,44523,1028,613,326,89,8,300,4624,431,37416,716,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、747,109件。陽性者数については、中国人渡航者2人を除く。また、再感染52人、重複分11人及び患者発生届取り下げ44人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/24,695807,44803,1044,629,327,88,30,327,4555,280,37847,720,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、752,298件。陽性者数については、中国人渡航者2人を除く。また、再感染52人、重複分11人及び患者発生届取り下げ44人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/25,707448,45220,1043,629,324,90,21,346,4239,417,38424,730,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、764,130件。陽性者数については、中国人渡航者2人を除く。また、再感染52人、重複分11人及び患者発生届取り下げ44人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/26,711961,45664,1023,607,317,99,9,364,4158,445,38922,743,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、768,843件。陽性者数については、中国人渡航者2人を除く。また、再感染53人、重複分11人及び患者発生届取り下げ44人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/27,716151,46057,1009,592,314,103,8,376,4005,394,39507,758,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、773,164件。陽性者数については、中国人渡航者2人を除く。また、再感染54人、重複分11人及び患者発生届取り下げ44人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/28,721111,46439,1002,592,310,100,15,381,3865,383,40022,771,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、778,331件。陽性者数については、中国人渡航者2人を除く。また、再感染55人、重複分11人及び患者発生届取り下げ44人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/29,725007,46786,978,582,293,103,8,411,3625,347,40640,777,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、782,739件。陽性者数については、中国人渡航者2人を除く。また、再感染55人、重複分11人及び患者発生届取り下げ44人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/30,727273,47090,969,580,289,100,17,416,3501,305,41097,785,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、784,656件。陽性者数については、中国人渡航者2人を除く。また、再感染56人、重複分11人及び患者発生届取り下げ44人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/05/31,732360,47233,963,570,298,95,9,399,3340,145,41586,791,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、789,869件。陽性者数については、中国人渡航者2人を除く。また、再感染56人、重複分11人及び患者発生届取り下げ46人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/01,740979,47538,977,578,304,95,12,417,3024,305,42000,803,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、799,591件。陽性者数については、中国人渡航者2人を除く。また、再感染56人、重複分11人及び患者発生届取り下げ46人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/02,745174,47824,953,563,295,95,11,418,2770,287,42569,816,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、803,952件。陽性者数については、中国人渡航者2人を除く。また、再感染56人、重複分12人及び患者発生届取り下げ46人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/03,749090,48111,931,534,310,87,12,411,2653,288,42992,824,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、808,000件。陽性者数については、中国人渡航者2人を除く。また、再感染56人、重複分12人及び患者発生届取り下げ47人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/04,756509,48377,937,548,308,81,9,389,2545,266,43399,832,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、815,856件。陽性者数については、中国人渡航者2人を除く。また、再感染56人、重複分12人及び患者発生届取り下げ47人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/05,759594,48595,937,549,304,84,14,378,2460,218,43749,839,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、819,255件。陽性者数については、中国人渡航者2人を除く。また、再感染56人、重複分12人及び患者発生届取り下げ47人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/06,761684,48764,935,552,300,83,12,372,2311,169,44122,843,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、821,388件。陽性者数については、中国人渡航者2人を除く。また、再感染56人、重複分12人及び患者発生届取り下げ47人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/07 18:00,765919,48860,902,514,303,85,9,359,2236,97,44406,851,,,,検査実施人数については、発骨時点での把握数。なお、検査件数は825769件。了性者数については、中国人渡航者2人を除く。また、再感炊57人、儲補分12人及び栓栓実施人数には泌内において続い例または起用の温挟接触者として検栓を行ったものについて提載
2021/06/08,773514,49029,878,495,291,92,5,304,1986,170,44828,858,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、833,555件。陽性者数については、中国人渡航者2人を除く。また、再感染58人、重複分12人及び患者発生届取り下げ47人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/09,776994,49275,829,456,287,86,8,290,1905,247,45130,866,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、837,164件。陽性者数については、中国人渡航者2人を除く。また、再感染59人、重複分12人及び患者発生届取り下げ47人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/10,780006,49445,819,459,277,83,6,281,1880,171,45413,875,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、840,302件。陽性者数については、中国人渡航者2人を除く。また、再感染60人、重複分12人及び患者発生届取り下げ47人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/11 18:00,784320,49593,800,453,273,74,3,277,1773,149,45710,881,,,,検査実施人数については、発表時点での把握数。なお、検査件数は844743件。陽性者数については、中国人渡航者2人を除く。また、再感染61人、重複分12人及び検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。
2021/06/12,787181,49716,782,430,278,74,4,246,1687,123,45986,888,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、847,703件。陽性者数については、中国人渡航者2人を除く。また、再感染61人、重複分12人及び患者発生届取り下げ47人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/13,788686,49817,768,448,246,74,1,240,1507,102,46309,890,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、849,273件。陽性者数については、中国人渡航者2人を除く。また、再感染62人、重複分12人及び患者発生届取り下げ47人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/14,792394,49863,742,433,240,69,5,207,1426,46,46542,895,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、853,315件。陽性者数については、中国人渡航者2人を除く。また、再感染62人、重複分12人及び患者発生届取り下げ47人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/15,798897,49961,704,389,241,74,2,180,1304,98,46772,901,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、859,970件。陽性者数については、中国人渡航者2人を除く。また、再感染62人、重複分12人及び患者発生届取り下げ47人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/16,802131,50070,683,394,230,59,4,153,1212,110,46998,910,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、863,340件。陽性者数については、中国人渡航者2人を除く。また、再感染63人、重複分12人及び患者発生届取り下げ47人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/17,804814,50169,631,371,204,56,2,141,1114,99,47265,917,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、866,116件。陽性者数については、中国人渡航者2人を除く。また、再感染63人、重複分12人及び患者発生届取り下げ47人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/18,808224,50273,597,346,201,50,2,121,1068,106,47456,923,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、869,676件。陽性者数については、中国人渡航者2人を除く。また、再感染65人、重複分12人及び患者発生届取り下げ47人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/19,810178,50361,571,344,177,50,3,112,966,89,47691,929,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、871,740件。陽性者数については、中国人渡航者2人を除く。また、再感染66人、重複分12人及び患者発生届取り下げ47人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/20,812920,50444,565,328,188,49,0,118,910,84,47834,933,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、874,527件。陽性者数については、中国人渡航者2人を除く。また、再感染67人、重複分12人及び患者発生届取り下げ47人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/21,816338,50479,534,301,192,41,3,113,834,35,48021,939,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、878,031件。陽性者数については、中国人渡航者2人を除く。また、再感染67人、重複分12人及び患者発生届取り下げ47人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/22,822384,50575,513,298,172,43,2,111,752,96,48158,943,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、884,385件。陽性者数については、中国人渡航者2人を除く。また、再感染67人、重複分12人及び患者発生届取り下げ47人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/23,825372,50649,477,285,156,36,1,117,729,75,48305,945,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、887,475件。陽性者数については、中国人渡航者2人を除く。また、再感染67人、重複分12人及び患者発生届取り下げ48人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/24,827624,50749,417,256,126,35,0,116,711,100,48457,948,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、889,828件。陽性者数については、中国人渡航者2人を除く。また、再感染67人、重複分12人及び患者発生届取り下げ48人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/25,830765,50815,388,232,123,33,0,122,630,66,48659,950,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、893,102件。陽性者数については、中国人渡航者2人を除く。また、再感染67人、重複分12人及び患者発生届取り下げ48人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/26,832604,50861,368,209,129,30,1,115,566,46,48810,955,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、895,040件。陽性者数については、中国人渡航者2人を除く。また、再感染67人、重複分12人及び患者発生届取り下げ48人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/27,833634,50902,367,205,135,27,3,102,545,41,48889,955,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、896,101件。陽性者数については、中国人渡航者2人を除く。また、再感染67人、重複分12人及び患者発生届取り下げ48人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/28,836891,50922,364,199,140,25,4,84,506,20,48984,960,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、899,490件。陽性者数については、中国人渡航者2人を除く。また、再感染67人、重複分12人及び患者発生届取り下げ48人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/29,841931,50971,324,178,120,26,0,79,459,49,49099,961,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、904,693件。陽性者数については、中国人渡航者2人を除く。また、再感染67人、重複分12人及び患者発生届取り下げ48人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/06/30,845177,51024,300,167,107,26,1,75,443,53,49190,962,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、908,066件。陽性者数については、中国人渡航者2人を除く。また、再感染67人、重複分12人及び患者発生届取り下げ48人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/07/01,847350,51073,288,163,102,23,0,78,390,49,49304,964,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、910,345件。陽性者数については、中国人渡航者2人を除く。また、再感染67人、重複分12人及び患者発生届取り下げ48人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/07/02,850182,51116,263,154,93,16,0,74,288,44,49476,971,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、913,297件。陽性者数については、中国人渡航者2人を除く。また、再感染68人、重複分12人及び患者発生届取り下げ48人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/07/03,851637,51161,244,142,85,17,0,68,277,45,49556,971,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、914,852件。陽性者数については、中国人渡航者2人を除く。また、再感染68人、重複分12人及び患者発生届取り下げ48人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/07/04,852599,51224,244,137,90,17,0,72,267,64,49606,971,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、915,881件。陽性者数については、中国人渡航者2人を除く。また、再感染69人、重複分12人及び患者発生届取り下げ48人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/07/05,855691,51245,251,139,96,16,1,65,277,21,49656,974,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、919,052件。陽性者数については、中国人渡航者2人を除く。また、再感染69人、重複分12人及び患者発生届取り下げ48人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/07/06 18:00,860948,51295,228,127,89,12,0,65,233,52,49741,976,,,,検査実施人欧については、郭表時点での把理数。なお、栓査件数は924614件。佑性者数については、中国人渡航者2人を除く。また、再感硫70人、基複分12人及び枝査実施人欧には県内において娠い例または史者の誠色接角者として検査を行ったものについて持載
2021/07/07,864121,51380,204,114,78,12,2,79,230,85,49802,978,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、927,879件。陽性者数については、中国人渡航者2人を除く。また、再感染70人、重複分12人及び患者発生届取り下げ49人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/07/08 18:00,866259,51429,195,108,74,13,0,92,264,49,49850,979,,,,検査実施人数については、発衣時点での把握数。なお、検査件数は930102件。陽性者数については、中国人渡航者2人を除く。また、再感婦70人、置被分12人及び杜査洪放人数には県内において外い例または忠者の決奄接触腹として検査を行ったものについて提4
2021/07/09,869263,51495,189,107,68,14,0,89,257,66,49913,981,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、933,267件。陽性者数については、中国人渡航者2人を除く。また、再感染70人、重複分12人及び患者発生届取り下げ49人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/07/10,872799,51559,189,105,69,15,4,83,282,64,49955,982,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、936,929件。陽性者数については、中国人渡航者2人を除く。また、再感染70人、重複分12人及び患者発生届取り下げ49人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/07/11,873994,51623,193,111,67,15,1,92,300,64,49990,983,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、938,218件。陽性者数については、中国人渡航者2人を除く。また、再感染70人、重複分12人及び患者発生届取り下げ49人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/07/12,879287,51665,210,125,69,16,1,82,322,42,50024,984,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、945,401件。陽性者数については、中国人渡航者2人を除く。また、再感染70人、重複分12人及び患者発生届取り下げ49人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/07/13,884929,51735,204,125,66,13,2,79,321,70,50072,987,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、951,246件。陽性者数については、中国人渡航者2人を除く。また、再感染70人、重複分12人及び患者発生届取り下げ49人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
2021/07/14,887811,51806,213,133,66,14,1,85,309,71,50136,991,,,,"検査実施人数については、発表時点での把握数。なお、検査件数は、954,247件。陽性者数については、中国人渡航者2人を除く。また、再感染70人、重複分12人及び患者発生届取り下げ49人については、含めていない。検査実施人数には県内において疑い例または患者の濃厚接触者として検査を行ったものについて掲載。"
